Stage,Experiment,Beaker,BeakerID,Population,MatePair,Treatment,Urban,PhotoID,SampleID,BL_mm,AL1_mm,AL2_mm
Pluteus,Exp3,B7,Exp3_B7,Trp,P11,NP,Nonurban,plut_exp3_b7-0035,37,0.265,0.357,0.369
Pluteus,Exp3,B7,Exp3_B7,Trp,P11,NP,Nonurban,plut_exp3_b7-0036,38,0.271,0.369,0.369
Pluteus,Exp3,B7,Exp3_B7,Trp,P11,NP,Nonurban,plut_exp3_b7-0037,39,0.267,0.36,0.374
Pluteus,Exp3,B7,Exp3_B7,Trp,P11,NP,Nonurban,plut_exp3_b7-0038,40,0.247,0.357,0.354
Pluteus,Exp3,B7,Exp3_B7,Trp,P11,NP,Nonurban,plut_exp3_b7-0040,42,0.262,0.365,0.375
Pluteus,Exp3,B7,Exp3_B7,Trp,P11,NP,Nonurban,plut_exp3_b7-0044,46,0.256,0.36,0.372
Pluteus,Exp3,B7,Exp3_B7,Trp,P11,NP,Nonurban,plut_exp3_b7-0049,52,0.258,0.372,0.374
Pluteus,Exp3,B7,Exp3_B7,Trp,P11,NP,Nonurban,plut_exp3_b7-0049,53,0.257,0.361,0.362
Pluteus,Exp3,B7,Exp3_B7,Trp,P11,NP,Nonurban,plut_exp3_b7-0052,56,0.272,0.379,0.381
Pluteus,Exp3,B7,Exp3_B7,Trp,P11,NP,Nonurban,plut_exp3_b7-0053,57,0.257,0.344,0.354
Pluteus,Exp3,B7,Exp3_B7,Trp,P11,NP,Nonurban,plut_exp3_b7-0056,61,0.277,0.38,0.382
Pluteus,Exp3,B7,Exp3_B7,Trp,P11,NP,Nonurban,plut_exp3_b7-0057,62,0.247,0.361,0.359
Pluteus,Exp3,B7,Exp3_B7,Trp,P11,NP,Nonurban,plut_exp3_b7-0058,63,0.243,0.291,0.296
Pluteus,Exp3,B7,Exp3_B7,Trp,P11,NP,Nonurban,plut_exp3_b7-0060,65,0.276,0.379,0.374
Pluteus,Exp3,B7,Exp3_B7,Trp,P11,NP,Nonurban,plut_exp3_b7-0064,68,0.263,0.366,0.365
Pluteus,Exp3,B8,Exp3_B8,Twp,P9,C,Nonurban,plut_exp3_b8-0003,2,0.243,0.281,0.279
Pluteus,Exp3,B8,Exp3_B8,Twp,P9,C,Nonurban,plut_exp3_b8-0004,3,0.192,0.229,0.233
Pluteus,Exp3,B8,Exp3_B8,Twp,P9,C,Nonurban,plut_exp3_b8-0006,5,0.273,0.327,0.332
Pluteus,Exp3,B8,Exp3_B8,Twp,P9,C,Nonurban,plut_exp3_b8-0008,7,0.236,0.283,0.274
Pluteus,Exp3,B8,Exp3_B8,Twp,P9,C,Nonurban,plut_exp3_b8-0014,13,0.179,0.213,0.209
Pluteus,Exp3,B8,Exp3_B8,Twp,P9,C,Nonurban,plut_exp3_b8-0015,14,0.262,0.327,0.326
Pluteus,Exp3,B8,Exp3_B8,Twp,P9,C,Nonurban,plut_exp3_b8-0018,17,0.24,0.281,0.278
Pluteus,Exp3,B8,Exp3_B8,Twp,P9,C,Nonurban,plut_exp3_b8-0019,19,0.236,0.285,0.291
Pluteus,Exp3,B8,Exp3_B8,Twp,P9,C,Nonurban,plut_exp3_b8-0022,22,0.215,0.259,0.258
Pluteus,Exp3,B8,Exp3_B8,Twp,P9,C,Nonurban,plut_exp3_b8-0023,23,0.258,0.316,0.317
Pluteus,Exp3,B8,Exp3_B8,Twp,P9,C,Nonurban,plut_exp3_b8-0028,28,0.159,0.188,0.188
Pluteus,Exp3,B8,Exp3_B8,Twp,P9,C,Nonurban,plut_exp3_b8-0031,32,0.232,0.287,0.286
Pluteus,Exp3,B8,Exp3_B8,Twp,P9,C,Nonurban,plut_exp3_b8-0032,33,0.25,0.323,0.325
Pluteus,Exp3,B8,Exp3_B8,Twp,P9,C,Nonurban,plut_exp3_b8-0040,41,0.256,0.302,0.31
Pluteus,Exp3,B8,Exp3_B8,Twp,P9,C,Nonurban,plut_exp3_b8-0045,46,0.243,0.296,0.296
Pluteus,Exp3,B8,Exp3_B8,Twp,P9,C,Nonurban,plut_exp3_b8-0046,47,0.229,0.29,0.287
Pluteus,Exp3,B8,Exp3_B8,Twp,P9,C,Nonurban,plut_exp3_b8-0047,48,0.266,0.333,0.336
Pluteus,Exp3,B10,Exp3_B10,Twp,P10,NP,Nonurban,plut_exp3_b10-0013,11,0.255,0.311,0.32
Pluteus,Exp3,B10,Exp3_B10,Twp,P10,NP,Nonurban,plut_exp3_b10-0015,13,0.249,0.325,0.33
Pluteus,Exp3,B10,Exp3_B10,Twp,P10,NP,Nonurban,plut_exp3_b10-0020,20,0.25,0.339,0.336
Pluteus,Exp3,B10,Exp3_B10,Twp,P10,NP,Nonurban,plut_exp3_b10-0022,22,0.245,0.297,0.311
Pluteus,Exp3,B10,Exp3_B10,Twp,P10,NP,Nonurban,plut_exp3_b10-0024,23,0.223,0.295,0.295
Pluteus,Exp3,B10,Exp3_B10,Twp,P10,NP,Nonurban,plut_exp3_b10-0025,24,0.224,0.307,0.29
Pluteus,Exp3,B10,Exp3_B10,Twp,P10,NP,Nonurban,plut_exp3_b10-0025,25,0.242,0.303,0.303
Pluteus,Exp3,B10,Exp3_B10,Twp,P10,NP,Nonurban,plut_exp3_b10-0027,27,0.233,0.305,0.291
Pluteus,Exp3,B10,Exp3_B10,Twp,P10,NP,Nonurban,plut_exp3_b10-0036,36,0.255,0.337,0.338
Pluteus,Exp3,B10,Exp3_B10,Twp,P10,NP,Nonurban,plut_exp3_b10-0039,39,0.264,0.328,0.324
Pluteus,Exp3,B10,Exp3_B10,Twp,P10,NP,Nonurban,plut_exp3_b10-0042,42,0.252,0.357,0.33
Pluteus,Exp3,B10,Exp3_B10,Twp,P10,NP,Nonurban,plut_exp3_b10-0043,43,0.244,0.336,0.332
Pluteus,Exp3,B10,Exp3_B10,Twp,P10,NP,Nonurban,plut_exp3_b10-0045,45,0.227,0.274,0.274
Pluteus,Exp3,B11,Exp3_B11,Cab,P11,C,Urban,plut_exp3_b11-0003,2,0.21,0.244,0.243
Pluteus,Exp3,B11,Exp3_B11,Cab,P11,C,Urban,plut_exp3_b11-0004,3,0.217,0.274,0.274
Pluteus,Exp3,B11,Exp3_B11,Cab,P11,C,Urban,plut_exp3_b11-0010,9,0.169,0.195,0.219
Pluteus,Exp3,B11,Exp3_B11,Cab,P11,C,Urban,plut_exp3_b11-0013,12,0.234,0.273,0.273
Pluteus,Exp3,B11,Exp3_B11,Cab,P11,C,Urban,plut_exp3_b11-0014,13,0.218,0.235,0.235
Pluteus,Exp3,B11,Exp3_B11,Cab,P11,C,Urban,plut_exp3_b11-0016,15,0.236,0.259,0.267
Pluteus,Exp3,B11,Exp3_B11,Cab,P11,C,Urban,plut_exp3_b11-0020,20,0.219,0.269,0.268
Pluteus,Exp3,B11,Exp3_B11,Cab,P11,C,Urban,plut_exp3_b11-0024,24,0.212,0.247,0.245
Pluteus,Exp3,B11,Exp3_B11,Cab,P11,C,Urban,plut_exp3_b11-0025,25,0.22,0.323,0.297
Pluteus,Exp3,B11,Exp3_B11,Cab,P11,C,Urban,plut_exp3_b11-0031,31,0.243,0.27,0.28
Pluteus,Exp3,B11,Exp3_B11,Cab,P11,C,Urban,plut_exp3_b11-0032,32,0.244,0.286,0.279
Pluteus,Exp3,B13,Exp3_B13,Wh,P11,C,Urban,plut_exp3_b13-0003,2,0.209,0.233,0.245
Pluteus,Exp3,B13,Exp3_B13,Wh,P11,C,Urban,plut_exp3_b13-0004,3,0.269,0.318,0.324
Pluteus,Exp3,B13,Exp3_B13,Wh,P11,C,Urban,plut_exp3_b13-0007,7,0.25,0.306,0.288
Pluteus,Exp3,B13,Exp3_B13,Wh,P11,C,Urban,plut_exp3_b13-0011,10,0.259,0.325,0.332
Pluteus,Exp3,B13,Exp3_B13,Wh,P11,C,Urban,plut_exp3_b13-0012,11,0.206,0.301,0.301
Pluteus,Exp3,B13,Exp3_B13,Wh,P11,C,Urban,plut_exp3_b13-0014,13,0.247,0.294,0.299
Pluteus,Exp3,B13,Exp3_B13,Wh,P11,C,Urban,plut_exp3_b13-0016,15,0.252,0.279,0.292
Pluteus,Exp3,B13,Exp3_B13,Wh,P11,C,Urban,plut_exp3_b13-0023,23,0.227,0.266,0.269
Pluteus,Exp3,B13,Exp3_B13,Wh,P11,C,Urban,plut_exp3_b13-0027,27,0.236,0.284,0.271
Pluteus,Exp3,B13,Exp3_B13,Wh,P11,C,Urban,plut_exp3_b13-0030,30,0.266,0.303,0.33
Pluteus,Exp3,B14,Exp3_B14,Trp,P9,C,Nonurban,plut_exp3_b14-0002,1,0.215,0.258,0.264
Pluteus,Exp3,B16,Exp3_B16,Cab,P10,C,Urban,plut_exp3_b16-0024,19,0.229,0.252,0.239
Pluteus,Exp3,B16,Exp3_B16,Cab,P10,C,Urban,plut_exp3_b16-0025,20,0.22,0.243,0.234
Pluteus,Exp3,B16,Exp3_B16,Cab,P10,C,Urban,plut_exp3_b16-0029,23,0.252,0.273,0.259
Pluteus,Exp3,B16,Exp3_B16,Cab,P10,C,Urban,plut_exp3_b16-0030,24,0.256,0.261,0.261
Pluteus,Exp3,B16,Exp3_B16,Cab,P10,C,Urban,plut_exp3_b16-0031,25,0.203,0.245,0.231
Pluteus,Exp3,B16,Exp3_B16,Cab,P10,C,Urban,plut_exp3_b16-0034,28,0.256,0.294,0.284
Pluteus,Exp3,B16,Exp3_B16,Cab,P10,C,Urban,plut_exp3_b16-0035,29,0.17,0.223,0.209
Pluteus,Exp3,B16,Exp3_B16,Cab,P10,C,Urban,plut_exp3_b16-0041,35,0.263,0.291,0.293
Pluteus,Exp3,B17,Exp3_B17,Twp,P9,NP,Nonurban,plut_exp3_b17-0003,2,0.201,0.208,0.215
Pluteus,Exp3,B17,Exp3_B17,Twp,P9,NP,Nonurban,plut_exp3_b17-0009,8,0.233,0.266,0.252
Pluteus,Exp3,B17,Exp3_B17,Twp,P9,NP,Nonurban,plut_exp3_b17-0013,12,0.189,0.216,0.203
Pluteus,Exp3,B17,Exp3_B17,Twp,P9,NP,Nonurban,plut_exp3_b17-0016,15,0.245,0.275,0.284
Pluteus,Exp3,B17,Exp3_B17,Twp,P9,NP,Nonurban,plut_exp3_b17-0020,19,0.259,0.317,0.309
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0003,1,0.264,0.36,0.365
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0004,2,0.268,0.361,0.363
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0005,3,0.259,0.357,0.361
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0006,4,0.249,0.345,0.368
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0007,5,0.219,0.296,0.303
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0008,6,0.264,0.373,0.365
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0009,7,0.262,0.366,0.362
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0013,11,0.235,0.332,0.328
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0017,14,0.188,0.215,0.219
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0018,15,0.207,0.301,0.294
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0019,16,0.233,0.35,0.335
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0021,18,0.24,0.325,0.346
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0022,19,0.223,0.305,0.317
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0023,20,0.24,0.344,0.321
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0024,21,0.265,0.381,0.373
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0025,22,0.228,0.3,0.313
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0026,23,0.273,0.379,0.366
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0027,24,0.28,0.378,0.375
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0028,25,0.253,0.371,0.353
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0030,26,0.254,0.363,0.372
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0032,28,0.28,0.387,0.39
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0033,29,0.252,0.346,0.366
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0034,30,0.253,0.349,0.362
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0035,31,0.262,0.362,0.376
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0036,32,0.265,0.372,0.383
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0037,33,0.266,0.364,0.365
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0039,35,0.242,0.365,0.361
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0039,36,0.267,0.371,0.374
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0042,39,0.262,0.359,0.375
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0043,40,0.274,0.382,0.396
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0045,41,0.261,0.354,0.367
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0046,42,0.27,0.378,0.376
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0047,43,0.252,0.354,0.339
Pluteus,Exp3,B18,Exp3_B18,Wh,P10,NP,Urban,plut_exp3_b18-0048,44,0.267,0.387,0.397
Pluteus,Exp3,B19,Exp3_B19,Cab,P12,NP,Urban,plut_exp3_b19-0003,2,0.261,0.362,0.366
Pluteus,Exp3,B19,Exp3_B19,Cab,P12,NP,Urban,plut_exp3_b19-0004,3,0.204,0.256,0.255
Pluteus,Exp3,B19,Exp3_B19,Cab,P12,NP,Urban,plut_exp3_b19-0006,5,0.268,0.378,0.37
Pluteus,Exp3,B19,Exp3_B19,Cab,P12,NP,Urban,plut_exp3_b19-0007,6,0.283,0.371,0.373
Pluteus,Exp3,B19,Exp3_B19,Cab,P12,NP,Urban,plut_exp3_b19-0013,12,0.256,0.361,0.386
Pluteus,Exp3,B19,Exp3_B19,Cab,P12,NP,Urban,plut_exp3_b19-0014,13,0.28,0.402,0.396
Pluteus,Exp3,B19,Exp3_B19,Cab,P12,NP,Urban,plut_exp3_b19-0015,14,0.261,0.365,0.352
Pluteus,Exp3,B19,Exp3_B19,Cab,P12,NP,Urban,plut_exp3_b19-0016,15,0.276,0.383,0.353
Pluteus,Exp3,B19,Exp3_B19,Cab,P12,NP,Urban,plut_exp3_b19-0019,18,0.22,0.326,0.352
Pluteus,Exp3,B19,Exp3_B19,Cab,P12,NP,Urban,plut_exp3_b19-0020,19,0.26,0.36,0.35
Pluteus,Exp3,B19,Exp3_B19,Cab,P12,NP,Urban,plut_exp3_b19-0021,20,0.28,0.385,0.402
Pluteus,Exp3,B19,Exp3_B19,Cab,P12,NP,Urban,plut_exp3_b19-0027,25,0.271,0.377,0.385
Pluteus,Exp3,B19,Exp3_B19,Cab,P12,NP,Urban,plut_exp3_b19-0033,30,0.264,0.377,0.38
Pluteus,Exp3,B19,Exp3_B19,Cab,P12,NP,Urban,plut_exp3_b19-0035,32,0.269,0.344,0.36
Pluteus,Exp3,B19,Exp3_B19,Cab,P12,NP,Urban,plut_exp3_b19-0039,36,0.247,0.376,0.352
Pluteus,Exp3,B19,Exp3_B19,Cab,P12,NP,Urban,plut_exp3_b19-0041,38,0.256,0.338,0.335
Pluteus,Exp3,B19,Exp3_B19,Cab,P12,NP,Urban,plut_exp3_b19-0047,44,0.274,0.401,0.399
Pluteus,Exp3,B19,Exp3_B19,Cab,P12,NP,Urban,plut_exp3_b19-0050,47,0.263,0.37,0.379
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0003,2,0.272,0.353,0.339
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0008,6,0.27,0.348,0.346
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0010,8,0.278,0.353,0.358
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0011,9,0.281,0.353,0.351
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0013,11,0.266,0.351,0.349
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0019,17,0.241,0.34,0.329
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0020,18,0.27,0.364,0.357
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0021,19,0.235,0.321,0.33
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0025,23,0.268,0.369,0.357
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0026,24,0.273,0.362,0.359
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0027,25,0.258,0.343,0.324
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0030,27,0.243,0.318,0.317
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0031,28,0.291,0.361,0.344
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0033,30,0.253,0.338,0.337
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0037,33,0.282,0.362,0.362
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0038,34,0.256,0.36,0.36
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0040,36,0.269,0.362,0.362
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0043,38,0.258,0.358,0.349
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0044,39,0.29,0.349,0.362
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0047,42,0.271,0.349,0.349
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0048,43,0.257,0.348,0.332
Pluteus,Exp3,B20,Exp3_B20,Trp,P11,C,Nonurban,plut_exp3_b20-0052,46,0.248,0.327,0.327
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0002,1,0.255,0.35,0.366
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0003,2,0.268,0.383,0.382
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0005,4,0.27,0.364,0.373
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0006,5,0.263,0.389,0.37
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0007,6,0.274,0.376,0.376
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0008,7,0.252,0.341,0.337
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0009,8,0.256,0.377,0.366
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0012,11,0.234,0.335,0.335
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0016,15,0.259,0.365,0.363
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0019,19,0.263,0.359,0.354
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0024,26,0.275,0.385,0.377
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0025,27,0.242,0.338,0.34
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0026,28,0.252,0.369,0.35
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0030,33,0.282,0.394,0.372
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0031,34,0.285,0.395,0.39
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0032,35,0.278,0.367,0.377
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0037,41,0.285,0.392,0.403
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0037,42,0.285,0.403,0.389
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0039,45,0.271,0.379,0.37
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0040,46,0.25,0.297,0.296
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0042,47,0.239,0.336,0.342
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0045,50,0.261,0.374,0.373
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0046,51,0.221,0.296,0.295
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0047,52,0.274,0.388,0.381
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0052,55,0.285,0.386,0.377
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0053,56,0.279,0.349,0.349
Pluteus,Exp3,B21,Exp3_B21,Wh,P9,NP,Urban,plut_exp3_b21-0058,61,0.286,0.398,0.37
Pluteus,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,plut_exp3_b23-0005,3,0.23,0.303,0.295
Pluteus,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,plut_exp3_b23-0006,4,0.206,0.226,0.248
Pluteus,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,plut_exp3_b23-0009,7,0.212,0.308,0.283
Pluteus,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,plut_exp3_b23-0016,14,0.255,0.335,0.324
Pluteus,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,plut_exp3_b23-0018,16,0.228,0.294,0.27
Pluteus,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,plut_exp3_b23-0021,19,0.189,0.209,0.237
Pluteus,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,plut_exp3_b23-0023,21,0.247,0.331,0.323
Pluteus,Exp3,B23,Exp3_B23,Wh,P10,C,Urban,plut_exp3_b23-0024,22,0.229,0.313,0.293
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0005,4,0.207,0.257,0.259
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0006,5,0.21,0.301,0.264
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0010,9,0.234,0.304,0.309
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0014,13,0.253,0.342,0.329
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0015,14,0.254,0.324,0.338
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0016,15,0.238,0.307,0.319
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0019,19,0.206,0.278,0.284
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0020,20,0.268,0.358,0.337
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0021,21,0.251,0.347,0.358
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0024,24,0.209,0.261,0.274
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0029,29,0.257,0.353,0.336
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0030,31,0.241,0.333,0.33
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0033,34,0.225,0.32,0.321
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0034,35,0.245,0.355,0.33
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0035,36,0.252,0.337,0.344
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0039,38,0.243,0.336,0.336
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0040,39,0.267,0.345,0.336
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0043,42,0.226,0.327,0.323
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0047,47,0.255,0.356,0.33
Pluteus,Exp3,B24,Exp3_B24,Trp,P9,NP,Nonurban,plut_exp3_b24-0049,7,0.252,0.359,0.354
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0002,1,0.249,0.384,0.365
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0003,2,0.263,0.327,0.318
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0005,4,0.27,0.375,0.387
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0011,10,0.257,0.367,0.363
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0012,11,0.258,0.387,0.381
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0013,12,0.248,0.37,0.369
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0017,16,0.259,0.382,0.384
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0018,17,0.257,0.385,0.363
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0020,19,0.24,0.362,0.358
Pluteus,Exp3,B25,Exp3_B25,Cab,P9,NP,Urban,plut_exp3_b25-0025,25,0.259,0.386,0.354
