Stage,Experiment,Beaker,BeakerID,Population,MatePair,Treatment,Urban,Photo_Label,PhotoID,Horizontal(mm),,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0065,65,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0066,66,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0066,67,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0067,68,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0068,69,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0069,70,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0070,71,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0071,72,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0072,73,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0073,74,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0074,75,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0075,76,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0076,77,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0077,78,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0078,79,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0079,80,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0080,81,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0080,82,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0081,83,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0082,84,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0083,85,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0084,86,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0085,87,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B17,Exp2_B17,Twp,P5,NP,,blast_exp2_b17-0086,88,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0002,1,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0003,2,0.076,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0005,3,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0006,4,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0006,5,0.076,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0007,6,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0008,7,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0008,8,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0010,10,0.076,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0010,11,0.071,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0011,12,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0012,13,0.075,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0012,14,0.076,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0013,15,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0014,16,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0015,17,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0015,18,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0016,19,0.076,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0016,20,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0016,21,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0017,22,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0017,23,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0018,24,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0018,25,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0019,26,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0019,27,0.076,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0020,28,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0021,29,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0022,30,0.077,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0023,31,0.077,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0025,33,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0026,35,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0026,36,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0027,37,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0028,38,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0029,39,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0030,40,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0031,42,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0032,43,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0032,44,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0033,45,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0033,46,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0035,48,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0036,49,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0037,50,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0038,51,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0039,52,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0039,53,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0040,54,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0041,56,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0042,57,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0042,58,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0043,59,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0044,60,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0045,61,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0046,62,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0047,63,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0048,64,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0048,65,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0049,66,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0050,67,0.077,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0051,68,0.075,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0052,69,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0053,70,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0054,71,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0054,72,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0055,73,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0055,74,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0056,75,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0056,76,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0057,77,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0058,79,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0059,80,0.076,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0059,81,0.077,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0060,82,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0061,83,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0062,84,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0063,85,0.077,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0063,86,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0064,87,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0064,88,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0066,90,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0067,91,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0068,92,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0068,93,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0069,94,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0070,95,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0071,96,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0071,97,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0072,98,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0072,99,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0073,100,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0074,101,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0075,102,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0075,103,0.077,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0076,104,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0077,105,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0078,106,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0079,107,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0080,108,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0082,110,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0083,111,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0084,112,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0085,113,0.076,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0086,114,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0088,116,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0089,117,0.077,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0090,118,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B18,Exp2_B18,Wh,P6,NP,,blast_exp2_b18-0091,119,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0002,1,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0002,2,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0004,4,0.077,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0005,6,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0006,8,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0007,9,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0008,10,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0008,11,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0009,12,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0010,13,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0011,15,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0012,16,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0012,17,0.090,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0013,18,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0013,19,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0015,22,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0016,23,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0017,24,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0017,25,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0017,26,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0018,27,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0019,28,0.087,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0019,29,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0020,30,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0021,31,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0022,32,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0023,33,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0024,34,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0024,35,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0025,36,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0025,37,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0026,38,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0026,39,0.076,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0029,44,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0033,48,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0034,49,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0036,51,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0037,52,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0039,53,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0040,54,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0041,55,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0042,56,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0043,57,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0044,58,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0048,62,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0050,64,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0052,66,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0053,67,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0054,68,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0055,69,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0056,70,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0057,71,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0058,73,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0058,74,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0059,75,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0060,76,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0061,77,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0062,78,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0063,79,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0063,80,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0064,81,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0064,82,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0065,83,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0066,84,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0067,85,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0070,88,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0071,89,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B19,Exp2_B19,Cab,P8,NP,,blast_exp2_b19-0072,90,0.081,,,,,,,,,,,,,,,,,,
