Stage,Experiment,Beaker,BeakerID,Population,MatePair,Treatment,Urban,Photo_Label,PhotoID,Horizontal(mm),,,,,,,,,,,,,,,,,,
Blastula,Exp2,B3,Exp2_B3,Cab,P6,NP,,blast_exp2_b3-0019,18,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B3,Exp2_B3,Cab,P6,NP,,blast_exp2_b3-0020,19,0.076,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B3,Exp2_B3,Cab,P6,NP,,blast_exp2_b3-0023,22,0.091,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B3,Exp2_B3,Cab,P6,NP,,blast_exp2_b3-0024,23,0.090,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B3,Exp2_B3,Cab,P6,NP,,blast_exp2_b3-0025,24,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B3,Exp2_B3,Cab,P6,NP,,blast_exp2_b3-0027,26,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B3,Exp2_B3,Cab,P6,NP,,blast_exp2_b3-0028,27,0.077,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B3,Exp2_B3,Cab,P6,NP,,blast_exp2_b3-0029,28,0.090,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B3,Exp2_B3,Cab,P6,NP,,blast_exp2_b3-0030,29,0.087,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B3,Exp2_B3,Cab,P6,NP,,blast_exp2_b3-0032,31,0.076,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B3,Exp2_B3,Cab,P6,NP,,blast_exp2_b3-0033,32,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B3,Exp2_B3,Cab,P6,NP,,blast_exp2_b3-0037,36,0.072,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B3,Exp2_B3,Cab,P6,NP,,blast_exp2_b3-0038,37,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B3,Exp2_B3,Cab,P6,NP,,blast_exp2_b3-0039,38,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B3,Exp2_B3,Cab,P6,NP,,blast_exp2_b3-0041,40,0.074,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B3,Exp2_B3,Cab,P6,NP,,blast_exp2_b3-0043,42,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B3,Exp2_B3,Cab,P6,NP,,blast_exp2_b3-0046,43,0.089,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B3,Exp2_B3,Cab,P6,NP,,blast_exp2_b3-0049,45,0.088,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0003,2,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0004,3,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0005,4,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0006,5,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0007,6,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0010,7,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0011,8,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0012,9,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0013,10,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0013,11,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0014,12,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0015,13,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0015,14,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0016,15,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0017,16,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0018,17,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0019,18,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0019,19,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0020,20,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0021,21,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0022,22,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0022,23,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0023,24,0.088,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0023,25,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0024,26,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0024,27,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0025,28,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0025,29,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0026,30,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0027,31,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0028,32,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0029,33,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0029,34,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0030,35,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0031,36,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0032,37,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0032,38,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0033,39,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0035,42,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0035,43,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0036,44,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0036,45,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0037,46,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0037,47,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0038,48,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0039,49,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0040,50,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0041,51,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0041,52,0.087,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0042,53,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0044,55,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0045,56,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0046,57,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0046,58,0.077,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0047,59,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0048,60,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0049,61,0.078,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0050,62,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0051,63,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0052,64,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0054,66,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0055,67,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0057,69,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0058,70,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0059,71,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0060,72,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0061,73,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0062,74,0.087,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0063,75,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0063,76,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0064,77,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0065,79,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0066,80,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0067,81,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0068,82,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0069,83,0.090,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0070,84,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0070,85,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0071,86,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0072,87,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0073,88,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0074,89,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0074,90,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0075,91,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0076,92,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0077,93,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0079,95,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0080,96,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0081,97,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0082,98,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0083,99,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0084,100,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0085,102,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0086,103,0.081,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0087,104,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0089,106,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0090,108,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0092,110,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0093,111,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0094,112,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0095,113,0.080,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0096,114,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0097,115,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0098,116,0.079,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0099,117,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B4,Exp2_B4,Trp,P6,NP,,blast_exp2_b4-0100,118,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0002,1,0.091,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0003,2,0.090,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0004,3,0.089,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0005,4,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0006,5,0.087,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0007,6,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0008,7,0.088,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0009,8,0.088,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0010,9,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0011,10,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0012,11,0.087,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0013,12,0.089,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0014,13,0.093,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0015,14,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0016,15,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0017,16,0.089,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0018,17,0.089,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0019,18,0.095,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0020,19,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0021,20,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0022,21,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0023,22,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0024,23,0.087,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0025,24,0.089,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0026,25,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0027,26,0.088,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0028,27,0.087,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0029,28,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0030,29,0.087,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0031,30,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0032,31,0.088,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0032,33,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0033,34,0.088,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0033,35,0.089,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0034,36,0.090,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0034,37,0.088,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0036,39,0.088,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0037,40,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0038,41,0.087,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0039,42,0.089,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0040,43,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0042,45,0.087,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0042,46,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0042,47,0.088,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0043,48,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0044,49,0.084,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0045,50,0.089,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0046,51,0.088,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0046,52,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0047,53,0.089,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0048,54,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0049,55,0.090,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0050,56,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0052,58,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0052,59,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0053,60,0.087,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0053,61,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0054,62,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0055,63,0.088,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0056,64,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0057,65,0.087,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0058,66,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0060,68,0.087,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0061,69,0.090,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0063,71,0.090,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0063,72,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0065,74,0.087,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0066,75,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0068,77,0.088,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0069,79,0.087,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0070,80,0.082,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0071,81,0.083,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0072,82,0.089,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0073,83,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0075,85,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0077,87,0.085,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0078,88,0.086,,,,,,,,,,,,,,,,,,
Blastula,Exp2,B5,Exp2_B5,Twp,P7,C,,blast_exp2_b5-0079,89,0.088,,,,,,,,,,,,,,,,,,
