Stage,Slide,Beaker,Experiment,Treatment,Population,MatePair,Count
Blastula,3,7,4,NP,Trp,P13,4
Blastula,4,7,4,NP,Trp,P13,5
Blastula,5,7,4,NP,Trp,P13,4
Blastula,6,7,4,NP,Trp,P13,0
Blastula,7,7,4,NP,Trp,P13,5
Blastula,8,7,4,NP,Trp,P13,3
Blastula,9,7,4,NP,Trp,P13,3
Blastula,10,7,4,NP,Trp,P13,0
Blastula,1,8,4,C,Wh,P14,2
Blastula,2,8,4,C,Wh,P14,7
Blastula,3,8,4,C,Wh,P14,4
Blastula,4,8,4,C,Wh,P14,7
Blastula,5,8,4,C,Wh,P14,5
Blastula,6,8,4,C,Wh,P14,10
Blastula,7,8,4,C,Wh,P14,6
Blastula,8,8,4,C,Wh,P14,6
Blastula,9,8,4,C,Wh,P14,9
Blastula,10,8,4,C,Wh,P14,9
Blastula,1,9,4,NP,Cab,P15,11
Blastula,2,9,4,NP,Cab,P15,12
Blastula,3,9,4,NP,Cab,P15,6
Blastula,4,9,4,NP,Cab,P15,11
Blastula,5,9,4,NP,Cab,P15,7
Blastula,6,9,4,NP,Cab,P15,14
Blastula,7,9,4,NP,Cab,P15,15
Blastula,8,9,4,NP,Cab,P15,13
Blastula,9,9,4,NP,Cab,P15,15
Blastula,10,9,4,NP,Cab,P15,11
Blastula,1,10,4,NP,Wh,P13,7
Blastula,2,10,4,NP,Wh,P13,5
Blastula,3,10,4,NP,Wh,P13,9
Blastula,4,10,4,NP,Wh,P13,13
Blastula,5,10,4,NP,Wh,P13,7
Blastula,6,10,4,NP,Wh,P13,11
Blastula,7,10,4,NP,Wh,P13,5
Blastula,8,10,4,NP,Wh,P13,7
Blastula,9,10,4,NP,Wh,P13,13
Blastula,10,10,4,NP,Wh,P13,8
Blastula,1,11,4,C,Cab,P15,17
Blastula,2,11,4,C,Cab,P15,5
Blastula,3,11,4,C,Cab,P15,12
Blastula,4,11,4,C,Cab,P15,14
Blastula,5,11,4,C,Cab,P15,8
Blastula,6,11,4,C,Cab,P15,5
Blastula,7,11,4,C,Cab,P15,6
Blastula,8,11,4,C,Cab,P15,5
Blastula,9,11,4,C,Cab,P15,9
Blastula,10,11,4,C,Cab,P15,9
Blastula,1,14,4,C,Trp,P13,3
Blastula,2,14,4,C,Trp,P13,5
Blastula,3,14,4,C,Trp,P13,5
Blastula,4,14,4,C,Trp,P13,7
Blastula,5,14,4,C,Trp,P13,5
Blastula,6,14,4,C,Trp,P13,8
Blastula,7,14,4,C,Trp,P13,4
Blastula,8,14,4,C,Trp,P13,4
Blastula,9,14,4,C,Trp,P13,3
Blastula,10,14,4,C,Trp,P13,8
Blastula,1,15,4,NP,Cab,P13,1
Blastula,2,15,4,NP,Cab,P13,30
Blastula,3,15,4,NP,Cab,P13,4
Blastula,4,15,4,NP,Cab,P13,2
Blastula,5,15,4,NP,Cab,P13,3
Blastula,6,15,4,NP,Cab,P13,4
Blastula,7,15,4,NP,Cab,P13,14
Blastula,8,15,4,NP,Cab,P13,15
Blastula,9,15,4,NP,Cab,P13,11
Blastula,10,15,4,NP,Cab,P13,17
Blastula,1,16,4,C,Cab,P14,1
Blastula,2,16,4,C,Cab,P14,2
Blastula,3,16,4,C,Cab,P14,0
Blastula,4,16,4,C,Cab,P14,0
Blastula,5,16,4,C,Cab,P14,0
Blastula,6,16,4,C,Cab,P14,21
Blastula,7,16,4,C,Cab,P14,12
Blastula,8,16,4,C,Cab,P14,13
Blastula,9,16,4,C,Cab,P14,12
Blastula,10,16,4,C,Cab,P14,7
Blastula,1,17,4,NP,Cab,P16,17
Blastula,2,17,4,NP,Cab,P16,10
Blastula,3,17,4,NP,Cab,P16,9
Blastula,4,17,4,NP,Cab,P16,7
Blastula,5,17,4,NP,Cab,P16,9
Blastula,6,17,4,NP,Cab,P16,13
Blastula,7,17,4,NP,Cab,P16,14
Blastula,8,17,4,NP,Cab,P16,7
Blastula,9,17,4,NP,Cab,P16,9
Blastula,10,17,4,NP,Cab,P16,7
Blastula,1,18,4,NP,Wh,P14,11
Blastula,2,18,4,NP,Wh,P14,8
Blastula,3,18,4,NP,Wh,P14,6
Blastula,4,18,4,NP,Wh,P14,7
Blastula,5,18,4,NP,Wh,P14,7
Blastula,6,18,4,NP,Wh,P14,9
Blastula,7,18,4,NP,Wh,P14,6
Blastula,8,18,4,NP,Wh,P14,6
Blastula,9,18,4,NP,Wh,P14,12
Blastula,10,18,4,NP,Wh,P14,9
