Stage,Experiment,Beaker,BeakerID,Population,MatePair,Treatment,Urban,PhotoID,SampleID,Height_mm,Stomach_Length_mm
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0009,9,0.116,0.071
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0010,10,0.118,0.088
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0012,12,0.115,0.073
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0013,13,0.112,0.086
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0014,14,0.12,0.112
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0015,15,0.111,0.091
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0016,16,0.103,0.071
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0017,17,0.114,0.083
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0020,20,0.117,0.07
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0021,21,0.12,0.097
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0022,22,0.115,0.067
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0023,23,0.113,0.097
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0024,24,0.123,0.07
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0026,26,0.114,0.085
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0027,27,0.116,0.076
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0029,29,0.117,0.097
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0030,30,0.125,0.102
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0031,31,0.114,0.09
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0032,32,0.118,0.096
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0033,33,0.128,0.11
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0034,34,0.113,0.074
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0036,36,0.119,0.092
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0037,37,0.124,0.09
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0038,38,0.121,0.092
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0039,39,0.118,0.085
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0041,41,0.121,0.089
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0042,42,0.118,0.103
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0043,43,0.119,0.09
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0044,44,0.117,0.095
Gastrula,Exp2,B10,Exp2_B10,Twp,P6,NP,Nonurban,gast_exp2_b10-0047,46,0.111,0.084
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0003,2,0.124,0.103
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0004,3,0.131,0.104
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0006,5,0.125,0.094
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0007,6,0.107,0.088
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0008,7,0.12,0.098
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0009,8,0.135,0.111
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0010,9,0.121,0.092
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0010,10,0.105,0.083
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0013,13,0.112,0.091
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0013,14,0.126,0.104
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0014,15,0.131,0.1
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0015,16,0.113,0.062
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0015,17,0.114,0.091
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0016,18,0.136,0.106
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0018,20,0.136,0.117
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0019,21,0.136,0.109
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0020,22,0.127,0.102
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0021,23,0.128,0.097
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0022,24,0.134,0.109
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0022,25,0.135,0.08
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0023,26,0.13,0.103
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0024,27,0.135,0.115
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0025,28,0.127,0.102
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0026,29,0.13,0.107
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0027,30,0.121,0.093
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0028,31,0.131,0.108
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0029,32,0.127,0.108
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0030,33,0.133,0.108
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0031,34,0.131,0.093
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0032,35,0.127,0.099
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0032,36,0.12,0.105
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0034,38,0.126,0.099
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0035,39,0.12,0.105
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0037,41,0.127,0.098
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0038,42,0.13,0.11
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0039,44,0.135,0.079
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0040,45,0.124,0.09
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0041,47,0.126,0.105
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0042,48,0.125,0.104
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0043,49,0.125,0.103
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0044,50,0.124,0.098
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0045,51,0.122,0.095
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0046,52,0.124,0.096
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0047,53,0.139,0.104
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0049,55,0.127,0.105
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0050,56,0.127,0.109
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0050,57,0.131,0.107
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0051,58,0.121,0.101
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0052,59,0.128,0.087
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0053,60,0.124,0.085
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0054,61,0.124,0.098
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0055,62,0.114,0.1
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0057,64,0.123,0.097
Gastrula,Exp2,B11,Exp2_B11,Cab,P7,C,Urban,gast_exp2_b11-0058,65,0.134,0.095
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0003,2,0.108,0.092
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0004,3,0.124,0.084
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0005,4,0.12,0.099
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0006,5,0.127,0.098
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0007,6,0.111,0.094
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0009,8,0.121,0.098
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0010,9,0.118,0.11
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0011,10,0.125,0.096
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0012,11,0.116,0.095
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0013,12,0.104,0.083
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0014,14,0.088,0.08
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0015,15,0.126,0.101
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0016,16,0.121,0.11
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0017,17,0.118,0.081
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0018,18,0.119,0.093
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0019,19,0.108,0.086
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0020,20,0.095,0.068
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0020,21,0.123,0.11
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0020,23,0.121,0.102
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0021,24,0.122,0.096
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0022,25,0.115,0.101
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0022,26,0.12,0.104
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0023,27,0.132,0.11
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0024,28,0.11,0.085
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0027,31,0.12,0.083
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0028,32,0.121,0.104
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0029,33,0.107,0.092
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0030,34,0.116,0.092
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0031,35,0.075,0.053
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0035,37,0.113,0.09
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0038,39,0.111,0.071
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0039,40,0.115,0.093
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0040,41,0.093,0.071
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0041,42,0.112,0.081
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0041,43,0.111,0.087
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0044,44,0.091,0.071
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0045,45,0.119,0.104
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0047,47,0.125,0.104
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0049,48,0.106,0.07
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0050,49,0.129,0.108
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0051,50,0.103,0.07
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0052,51,0.104,0.075
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0053,53,0.114,0.093
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0054,55,0.115,0.091
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0055,56,0.107,0.092
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0056,57,0.11,0.085
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0057,58,0.121,0.099
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0058,59,0.125,0.099
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0059,60,0.092,0.074
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0060,61,0.124,0.102
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0061,62,0.112,0.062
Gastrula,Exp2,B12,Exp2_B12,Trp,P8,C,Nonurban,gast_exp2_b12-0062,63,0.105,0.088
Gastrula,Exp2,B13,Exp2_B13,Wh,P7,C,Urban,gast_exp2_b13-0002,1,0.11,0.084
Gastrula,Exp2,B13,Exp2_B13,Wh,P7,C,Urban,gast_exp2_b13-0004,3,0.104,0.055
Gastrula,Exp2,B13,Exp2_B13,Wh,P7,C,Urban,gast_exp2_b13-0005,4,0.101,0.077
Gastrula,Exp2,B13,Exp2_B13,Wh,P7,C,Urban,gast_exp2_b13-0006,5,0.105,0.08
Gastrula,Exp2,B13,Exp2_B13,Wh,P7,C,Urban,gast_exp2_b13-0007,6,0.105,0.089
Gastrula,Exp2,B13,Exp2_B13,Wh,P7,C,Urban,gast_exp2_b13-0008,7,0.106,0.051
Gastrula,Exp2,B13,Exp2_B13,Wh,P7,C,Urban,gast_exp2_b13-0010,8,0.115,0.066
Gastrula,Exp2,B13,Exp2_B13,Wh,P7,C,Urban,gast_exp2_b13-0013,11,0.105,0.081
Gastrula,Exp2,B13,Exp2_B13,Wh,P7,C,Urban,gast_exp2_b13-0014,12,0.113,0.065
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0002,1,0.133,0.096
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0006,2,0.114,0.098
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0007,3,0.119,0.092
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0008,4,0.127,0.103
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0009,5,0.111,0.092
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0010,6,0.099,0.044
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0011,7,0.125,0.097
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0012,8,0.137,0.109
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0015,10,0.131,0.094
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0017,12,0.116,0.09
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0018,13,0.117,0.096
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0019,14,0.127,0.103
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0020,15,0.116,0.097
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0021,16,0.125,0.076
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0022,17,0.13,0.089
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0025,20,0.121,0.093
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0026,21,0.128,0.084
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0027,22,0.117,0.097
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0028,23,0.116,0.101
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0029,24,0.12,0.101
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0031,25,0.118,0.1
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0033,27,0.125,0.102
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0034,28,0.117,0.088
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0035,29,0.127,0.106
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0036,30,0.128,0.107
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0036,31,0.122,0.106
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0037,32,0.119,0.105
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0038,33,0.125,0.102
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0039,34,0.121,0.11
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0040,35,0.113,0.092
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0042,37,0.122,0.078
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0044,39,0.126,0.101
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0045,40,0.119,0.081
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0047,41,0.121,0.105
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0048,42,0.121,0.107
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0049,43,0.114,0.092
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0050,44,0.106,0.094
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0051,45,0.124,0.101
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0052,46,0.113,0.089
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0053,47,0.131,0.105
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0054,48,0.118,0.105
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0056,50,0.116,0.098
Gastrula,Exp2,B14,Exp2_B14,Trp,P5,C,Nonurban,gast_exp2_b14-0057,51,0.126,0.102
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0002,1,0.139,0.112
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0003,2,0.121,0.096
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0004,3,0.135,0.108
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0005,4,0.12,0.1
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0006,5,0.129,0.111
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0007,6,0.148,0.11
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0008,7,0.126,0.1
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0011,11,0.14,0.118
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0011,12,0.128,0.107
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0014,16,0.153,0.106
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0016,19,0.128,0.105
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0017,21,0.139,0.119
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0018,23,0.154,0.123
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0020,25,0.127,0.107
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0021,26,0.146,0.117
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0022,27,0.152,0.121
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0023,28,0.117,0.094
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0024,30,0.139,0.113
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0026,31,0.143,0.113
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0028,34,0.149,0.118
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0029,35,0.15,0.111
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0030,36,0.145,0.107
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0032,38,0.145,0.128
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0033,40,0.145,0.106
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0034,41,0.106,0.075
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0036,43,0.147,0.104
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0036,44,0.13,0.102
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0038,46,0.122,0.103
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0040,48,0.126,0.092
Gastrula,Exp2,B16,Exp2_B16,Cab,P6,C,Urban,gast_exp2_b16-0041,49,0.138,0.114
Gastrula,Exp2,B17,Exp2_B17,Twp,P5,NP,Nonurban,gast_exp2_b17-0002,1,0.125,0.107
Gastrula,Exp2,B17,Exp2_B17,Twp,P5,NP,Nonurban,gast_exp2_b17-0003,2,0.124,0.084
Gastrula,Exp2,B17,Exp2_B17,Twp,P5,NP,Nonurban,gast_exp2_b17-0005,4,0.132,0.106
Gastrula,Exp2,B17,Exp2_B17,Twp,P5,NP,Nonurban,gast_exp2_b17-0006,5,0.12,0.087
Gastrula,Exp2,B17,Exp2_B17,Twp,P5,NP,Nonurban,gast_exp2_b17-0007,6,0.122,0.089
Gastrula,Exp2,B17,Exp2_B17,Twp,P5,NP,Nonurban,gast_exp2_b17-0008,7,0.132,0.102
Gastrula,Exp2,B17,Exp2_B17,Twp,P5,NP,Nonurban,gast_exp2_b17-0010,8,0.128,0.108
Gastrula,Exp2,B17,Exp2_B17,Twp,P5,NP,Nonurban,gast_exp2_b17-0022,10,0.141,0.107
Gastrula,Exp2,B17,Exp2_B17,Twp,P5,NP,Nonurban,gast_exp2_b17-0024,12,0.142,0.103
Gastrula,Exp2,B17,Exp2_B17,Twp,P5,NP,Nonurban,gast_exp2_b17-0025,13,0.126,0.096
Gastrula,Exp2,B17,Exp2_B17,Twp,P5,NP,Nonurban,gast_exp2_b17-0027,16,0.134,0.105
Gastrula,Exp2,B17,Exp2_B17,Twp,P5,NP,Nonurban,gast_exp2_b17-0028,17,0.123,0.103
Gastrula,Exp2,B17,Exp2_B17,Twp,P5,NP,Nonurban,gast_exp2_b17-0029,18,0.117,0.095
Gastrula,Exp2,B17,Exp2_B17,Twp,P5,NP,Nonurban,gast_exp2_b17-0030,19,0.13,0.105
Gastrula,Exp2,B18,Exp2_B18,Wh,P6,NP,Urban,gast_exp2_b18-0012,12,0.09,0.072
Gastrula,Exp2,B18,Exp2_B18,Wh,P6,NP,Urban,gast_exp2_b18-0013,22,0.102,0.064
