Stage,Slide,Beaker,Experiment,Treatment,Population,MatePair,Count
Gastula,1,20,3,C,Trp,P11,7
Gastula,2,20,3,C,Trp,P11,7
Gastula,3,20,3,C,Trp,P11,18
Gastula,4,20,3,C,Trp,P11,10
Gastula,5,20,3,C,Trp,P11,17
Gastula,6,20,3,C,Trp,P11,12
Gastula,7,20,3,C,Trp,P11,12
Gastula,8,20,3,C,Trp,P11,9
Gastula,9,20,3,C,Trp,P11,6
Gastula,10,20,3,C,Trp,P11,18
Gastula,1,21,3,NP,Wh,P9,2
Gastula,2,21,3,NP,Wh,P9,7
Gastula,3,21,3,NP,Wh,P9,7
Gastula,4,21,3,NP,Wh,P9,3
Gastula,5,21,3,NP,Wh,P9,7
Gastula,6,21,3,NP,Wh,P9,4
Gastula,7,21,3,NP,Wh,P9,5
Gastula,8,21,3,NP,Wh,P9,4
Gastula,9,21,3,NP,Wh,P9,5
Gastula,10,21,3,NP,Wh,P9,3
Gastula,1,23,3,C,Wh,P10,4
Gastula,2,23,3,C,Wh,P10,3
Gastula,3,23,3,C,Wh,P10,7
Gastula,4,23,3,C,Wh,P10,4
Gastula,5,23,3,C,Wh,P10,6
Gastula,6,23,3,C,Wh,P10,5
Gastula,7,23,3,C,Wh,P10,4
Gastula,8,23,3,C,Wh,P10,4
Gastula,9,23,3,C,Wh,P10,3
Gastula,10,23,3,C,Wh,P10,3
Gastula,1,24,3,NP,Trp,P9,13
Gastula,2,24,3,NP,Trp,P9,5
Gastula,3,24,3,NP,Trp,P9,10
Gastula,4,24,3,NP,Trp,P9,11
Gastula,5,24,3,NP,Trp,P9,5
Gastula,6,24,3,NP,Trp,P9,12
Gastula,7,24,3,NP,Trp,P9,7
Gastula,8,24,3,NP,Trp,P9,14
Gastula,9,24,3,NP,Trp,P9,8
Gastula,10,24,3,NP,Trp,P9,10
Gastula,1,25,3,NP,Cab,P9,5
Gastula,2,25,3,NP,Cab,P9,4
Gastula,3,25,3,NP,Cab,P9,8
Gastula,4,25,3,NP,Cab,P9,5
Gastula,5,25,3,NP,Cab,P9,3
Gastula,6,25,3,NP,Cab,P9,9
Gastula,7,25,3,NP,Cab,P9,5
Gastula,8,25,3,NP,Cab,P9,5
Gastula,9,25,3,NP,Cab,P9,5
Gastula,10,25,3,NP,Cab,P9,5
Gastula,1,26,3,C,Twp,P10,12
Gastula,2,26,3,C,Twp,P10,8
Gastula,3,26,3,C,Twp,P10,14
Gastula,4,26,3,C,Twp,P10,6
Gastula,5,26,3,C,Twp,P10,8
Gastula,6,26,3,C,Twp,P10,15
Gastula,7,26,3,C,Twp,P10,17
Gastula,8,26,3,C,Twp,P10,6
Gastula,9,26,3,C,Twp,P10,10
Gastula,10,26,3,C,Twp,P10,4
Gastula,1,27,3,NP,Cab,P11,8
Gastula,2,27,3,NP,Cab,P11,10
Gastula,3,27,3,NP,Cab,P11,2
Gastula,4,27,3,NP,Cab,P11,9
Gastula,5,27,3,NP,Cab,P11,4
Gastula,6,27,3,NP,Cab,P11,4
Gastula,7,27,3,NP,Cab,P11,3
Gastula,8,27,3,NP,Cab,P11,4
Gastula,9,27,3,NP,Cab,P11,6
Gastula,10,27,3,NP,Cab,P11,7
Gastula,1,29,3,C,Trp,P10,5
Gastula,2,29,3,C,Trp,P10,5
Gastula,3,29,3,C,Trp,P10,9
Gastula,4,29,3,C,Trp,P10,3
Gastula,5,29,3,C,Trp,P10,2
Gastula,6,29,3,C,Trp,P10,6
Gastula,7,29,3,C,Trp,P10,12
Gastula,8,29,3,C,Trp,P10,2
Gastula,9,29,3,C,Trp,P10,7
Gastula,10,29,3,C,Trp,P10,8
Gastula,1,30,3,C,Wh,P9,6
Gastula,2,30,3,C,Wh,P9,6
Gastula,3,30,3,C,Wh,P9,7
Gastula,4,30,3,C,Wh,P9,5
Gastula,5,30,3,C,Wh,P9,3
Gastula,6,30,3,C,Wh,P9,5
Gastula,7,30,3,C,Wh,P9,3
Gastula,8,30,3,C,Wh,P9,5
Gastula,9,30,3,C,Wh,P9,6
Gastula,10,30,3,C,Wh,P9,8
Gastula,1,31,3,C,Cab,P12,5
Gastula,2,31,3,C,Cab,P12,4
Gastula,3,31,3,C,Cab,P12,4
Gastula,4,31,3,C,Cab,P12,5
Gastula,5,31,3,C,Cab,P12,6
Gastula,6,31,3,C,Cab,P12,11
Gastula,7,31,3,C,Cab,P12,15
Gastula,8,31,3,C,Cab,P12,7
Gastula,9,31,3,C,Cab,P12,1
Gastula,10,31,3,C,Cab,P12,12
Gastula,1,1,4,C,Cab,P13,6
Gastula,2,1,4,C,Cab,P13,7
Gastula,3,1,4,C,Cab,P13,8
Gastula,4,1,4,C,Cab,P13,11
Gastula,5,1,4,C,Cab,P13,11
Gastula,6,1,4,C,Cab,P13,9
Gastula,7,1,4,C,Cab,P13,12
Gastula,8,1,4,C,Cab,P13,9
Gastula,9,1,4,C,Cab,P13,11
Gastula,10,1,4,C,Cab,P13,10
Gastula,1,3,4,NP,Cab,P14,5
Gastula,2,3,4,NP,Cab,P14,4
Gastula,3,3,4,NP,Cab,P14,8
Gastula,4,3,4,NP,Cab,P14,4
Gastula,5,3,4,NP,Cab,P14,8
Gastula,6,3,4,NP,Cab,P14,5
Gastula,7,3,4,NP,Cab,P14,6
Gastula,8,3,4,NP,Cab,P14,4
Gastula,9,3,4,NP,Cab,P14,9
Gastula,10,3,4,NP,Cab,P14,8
Gastula,1,5,4,C,Wh,P13,2
Gastula,2,5,4,C,Wh,P13,3
Gastula,3,5,4,C,Wh,P13,15
Gastula,4,5,4,C,Wh,P13,11
Gastula,5,5,4,C,Wh,P13,9
Gastula,6,5,4,C,Wh,P13,1
Gastula,7,5,4,C,Wh,P13,4
Gastula,8,5,4,C,Wh,P13,3
Gastula,9,5,4,C,Wh,P13,3
Gastula,10,5,4,C,Wh,P13,5
Gastula,1,6,4,C,Cab,P16,9
Gastula,2,6,4,C,Cab,P16,10
Gastula,3,6,4,C,Cab,P16,6
Gastula,4,6,4,C,Cab,P16,6
Gastula,5,6,4,C,Cab,P16,5
Gastula,6,6,4,C,Cab,P16,11
Gastula,7,6,4,C,Cab,P16,4
Gastula,8,6,4,C,Cab,P16,8
Gastula,9,6,4,C,Cab,P16,7
Gastula,10,6,4,C,Cab,P16,5
Gastula,1,7,4,NP,Trp,P13,6
Gastula,2,7,4,NP,Trp,P13,4
Gastula,3,7,4,NP,Trp,P13,5
Gastula,4,7,4,NP,Trp,P13,4
Gastula,5,7,4,NP,Trp,P13,3
Gastula,6,7,4,NP,Trp,P13,3
Gastula,7,7,4,NP,Trp,P13,8
Gastula,8,7,4,NP,Trp,P13,3
Gastula,9,7,4,NP,Trp,P13,8
Gastula,10,7,4,NP,Trp,P13,2
Gastula,1,8,4,C,Wh,P14,3
Gastula,2,8,4,C,Wh,P14,2
Gastula,3,8,4,C,Wh,P14,2
Gastula,4,8,4,C,Wh,P14,4
Gastula,5,8,4,C,Wh,P14,1
Gastula,6,8,4,C,Wh,P14,4
Gastula,7,8,4,C,Wh,P14,5
Gastula,8,8,4,C,Wh,P14,1
Gastula,9,8,4,C,Wh,P14,0
Gastula,10,8,4,C,Wh,P14,5
Gastula,1,9,4,NP,Cab,P15,6
Gastula,2,9,4,NP,Cab,P15,2
Gastula,3,9,4,NP,Cab,P15,8
Gastula,4,9,4,NP,Cab,P15,6
Gastula,5,9,4,NP,Cab,P15,7
Gastula,6,9,4,NP,Cab,P15,11
Gastula,7,9,4,NP,Cab,P15,13
Gastula,8,9,4,NP,Cab,P15,19
Gastula,9,9,4,NP,Cab,P15,19
Gastula,10,9,4,NP,Cab,P15,8
Gastula,1,10,4,NP,Wh,P13,4
Gastula,2,10,4,NP,Wh,P13,5
Gastula,3,10,4,NP,Wh,P13,6
Gastula,4,10,4,NP,Wh,P13,8
Gastula,5,10,4,NP,Wh,P13,20
Gastula,6,10,4,NP,Wh,P13,10
Gastula,7,10,4,NP,Wh,P13,7
Gastula,8,10,4,NP,Wh,P13,3
Gastula,9,10,4,NP,Wh,P13,6
Gastula,10,10,4,NP,Wh,P13,7
Gastula,1,11,4,C,Cab,P15,6
Gastula,2,11,4,C,Cab,P15,13
Gastula,3,11,4,C,Cab,P15,9
Gastula,4,11,4,C,Cab,P15,9
Gastula,5,11,4,C,Cab,P15,9
Gastula,6,11,4,C,Cab,P15,11
Gastula,7,11,4,C,Cab,P15,6
Gastula,8,11,4,C,Cab,P15,13
Gastula,9,11,4,C,Cab,P15,12
Gastula,10,11,4,C,Cab,P15,9
Gastula,1,14,4,C,Trp,P13,8
Gastula,2,14,4,C,Trp,P13,11
Gastula,3,14,4,C,Trp,P13,6
Gastula,4,14,4,C,Trp,P13,5
Gastula,5,14,4,C,Trp,P13,6
Gastula,6,14,4,C,Trp,P13,8
Gastula,7,14,4,C,Trp,P13,5
Gastula,8,14,4,C,Trp,P13,6
Gastula,9,14,4,C,Trp,P13,4
Gastula,10,14,4,C,Trp,P13,3
Gastula,1,15,4,NP,Cab,P13,14
Gastula,2,15,4,NP,Cab,P13,4
Gastula,3,15,4,NP,Cab,P13,11
Gastula,4,15,4,NP,Cab,P13,14
Gastula,5,15,4,NP,Cab,P13,4
Gastula,6,15,4,NP,Cab,P13,7
Gastula,7,15,4,NP,Cab,P13,10
Gastula,8,15,4,NP,Cab,P13,5
Gastula,9,15,4,NP,Cab,P13,10
Gastula,10,15,4,NP,Cab,P13,9
Gastula,1,16,4,C,Cab,P14,20
Gastula,2,16,4,C,Cab,P14,10
Gastula,3,16,4,C,Cab,P14,15
Gastula,4,16,4,C,Cab,P14,6
Gastula,5,16,4,C,Cab,P14,4
Gastula,6,16,4,C,Cab,P14,4
Gastula,7,16,4,C,Cab,P14,4
Gastula,8,16,4,C,Cab,P14,9
Gastula,9,16,4,C,Cab,P14,8
Gastula,10,16,4,C,Cab,P14,12
Gastula,1,17,4,NP,Cab,P16,5
Gastula,2,17,4,NP,Cab,P16,3
Gastula,3,17,4,NP,Cab,P16,6
Gastula,4,17,4,NP,Cab,P16,4
Gastula,5,17,4,NP,Cab,P16,6
Gastula,6,17,4,NP,Cab,P16,13
Gastula,7,17,4,NP,Cab,P16,7
Gastula,8,17,4,NP,Cab,P16,14
Gastula,9,17,4,NP,Cab,P16,7
Gastula,10,17,4,NP,Cab,P16,9
Gastula,1,18,4,NP,Wh,P14,4
Gastula,2,18,4,NP,Wh,P14,3
Gastula,3,18,4,NP,Wh,P14,4
Gastula,4,18,4,NP,Wh,P14,1
Gastula,5,18,4,NP,Wh,P14,1
Gastula,6,18,4,NP,Wh,P14,4
Gastula,7,18,4,NP,Wh,P14,8
Gastula,8,18,4,NP,Wh,P14,2
Gastula,9,18,4,NP,Wh,P14,5
Gastula,10,18,4,NP,Wh,P14,1
